location,year,month,day,properties_sold,avg_price,avg_sqr_ft,walk_score,interest_score,pop_increase,city_investment,private_investment
Waterfront Communities-The Island,2014,December,,5,4.109999999999999,777,0.35228571428571426,2.8000000000000003,27.125999999999998,7667.205,4919.259
Annex,2014,December,,7,3.288,554,0.04566666666666666,0.0,165.22199999999998,6739.989,3128.1209999999996
Wychwood,2014,December,,5,1.644,567,0.411,0.5,96.996,1217.793,5201.205
Corsa Italia-Davenport,2014,December,,3,1.644,620,0.23485714285714282,1.7999999999999998,18.906,4263.303,22677.747
Oakwood-Vaughan,2014,December,,1,3.288,664,0.5936666666666667,1.3333333333333333,0.0,5479.862999999999,11524.850999999999
Humewood-Cedarvale,2014,December,,5,3.699,749,0.7763333333333333,0.7142857142857142,40.278,4330.295999999999,17946.726
Casa Loma,2014,December,,8,2.877,577,0.09133333333333332,1.0666666666666667,9.453,5784.825,2123.6369999999997
Forest Hill South,2014,December,,5,2.0549999999999997,664,0.5284285714285715,0.75,51.37499999999999,5441.228999999999,14034.417
Yonge-St.Clair,2014,December,,5,3.699,715,1.0046666666666666,0.35000000000000003,81.37799999999999,6291.999,13004.451
Bay Street Corridor,2014,December,,4,1.644,527,0.25687499999999996,3.0,63.705,3657.078,5098.866
Rosedale-Moore Park,2014,December,,4,2.4659999999999997,798,0.45666666666666667,0.3333333333333333,0.0,558.549,17913.434999999998
Church-Yonge Corridor,2014,December,,2,2.4659999999999997,747,1.1155714285714287,1.411764705882353,234.26999999999998,1968.6899999999998,17958.645
Caledonia-Fairbanks,2014,December,,5,2.877,583,0.411,0.14285714285714285,0.0,2061.165,23774.295
North St.James Town,2014,December,,7,1.644,510,0.9761249999999999,0.8,63.705,7746.938999999999,9210.099
Cabbagetown-South St.James Town,2014,December,,2,2.877,519,0.411,0.13793103448275862,199.74599999999998,123.3,9213.797999999999
Moss Park,2014,December,,5,4.109999999999999,661,1.33575,0.5517241379310345,19.727999999999998,3808.3259999999996,16532.064
Regent Park,2014,December,,7,2.4659999999999997,662,0.770625,0.1,50.553,1858.953,19467.015
Playter Estates-Danforth,2014,December,,3,2.877,760,1.4898749999999998,3.4615384615384617,20.549999999999997,3958.752,22900.92
South Riverdale,2014,December,,7,1.644,682,1.4898749999999998,0.2,154.125,1835.937,25323.765
North Riverdale,2014,December,,4,3.699,788,0.667875,1.3499999999999999,81.37799999999999,3620.499,3440.4809999999998
Blake-Jones,2014,December,,5,1.644,702,0.5137499999999999,2.4545454545454546,96.996,2649.7169999999996,999.963
Danforth Village - Toronto,2014,December,,6,3.699,620,0.6458571428571428,2.258064516129032,41.099999999999994,7663.505999999999,2307.354
Broadview North,2014,December,,7,4.109999999999999,643,1.3243333333333334,1.894736842105263,34.524,7427.592,9650.279999999999
Old East York,2014,December,,7,3.699,531,0.17614285714285713,0.0,0.0,168.51,16567.821
Danforth Village - East York,2014,December,,9,2.4659999999999997,761,0.15412499999999998,0.6153846153846154,209.60999999999996,1281.9089999999999,16795.104
Greenwood-Coxwell,2014,December,,4,2.0549999999999997,505,1.2843749999999998,0.22857142857142856,128.232,1078.464,13370.652
Woodbine Corridor,2014,December,,5,4.109999999999999,641,1.056857142857143,0.38888888888888884,74.80199999999999,8579.625,12497.688
Maple Leaf,2014,December,,4,3.288,536,0.411,3.333333333333333,160.29,6130.065,5994.4349999999995
Beechborough-Greenbrook,2014,December,,9,2.877,586,0.8676666666666666,2.4827586206896552,91.24199999999999,2911.935,11509.644
Keelesdale-Eglinton West,2014,December,,3,3.288,695,1.2329999999999999,0.0,123.3,1195.1879999999999,3549.807
Briar Hill-Belgravia,2014,December,,4,3.288,604,0.92475,1.7142857142857142,19.727999999999998,8580.858,5076.2609999999995
Yorkdale-Glen Park,2014,December,,3,2.0549999999999997,586,0.2055,0.02631578947368421,0.0,4540.317,20841.809999999998
Forest Hill North,2014,December,,2,2.0549999999999997,662,0.5023333333333333,0.3333333333333333,55.895999999999994,1077.6419999999998,5407.938
Englemount-Lawrence,2014,December,,8,1.644,695,0.10275,1.125,128.232,7137.8369999999995,6318.714
Bedford Park-Nortown,2014,December,,2,4.109999999999999,562,0.15412499999999998,0.4375,39.455999999999996,7988.196,526.491
Lawrence Park South,2014,December,,2,4.109999999999999,515,0.411,1.75,17.673,8323.572,24881.94
Yonge-Eglinton,2014,December,,1,2.0549999999999997,628,0.18266666666666664,0.5833333333333333,78.91199999999999,8165.748,1268.7569999999998
Mount Pleasant West,2014,December,,8,2.877,601,0.2055,0.5128205128205128,199.33499999999998,1091.205,19850.478
Lawrence Park North,2014,December,,3,1.644,798,1.1873333333333334,1.0,56.717999999999996,8021.897999999999,12722.094
Mount Pleasant East,2014,December,,5,4.109999999999999,573,0.770625,0.2,27.125999999999998,7800.369,23401.929
Black Creek,2014,December,,6,1.644,698,1.4898749999999998,1.125,78.91199999999999,3549.3959999999997,17473.664999999997
Glenfield-Jane Heights,2014,December,,2,3.288,707,0.5284285714285715,3.8461538461538463,91.24199999999999,1958.8259999999998,13109.256
York University Heights,2014,December,,2,4.109999999999999,532,0.7632857142857142,0.4444444444444444,61.64999999999999,984.756,9514.239
Bathurst Manor,2014,December,,4,3.288,770,0.8676666666666666,0.7142857142857142,67.404,2362.017,12966.639
Westminster-Branson,2014,December,,4,3.288,531,0.6164999999999999,1.6666666666666667,65.75999999999999,7455.129,17868.225
Clanton Park,2014,December,,5,3.288,788,0.058714285714285705,1.7777777777777777,96.58500000000001,7407.0419999999995,15280.98
Lansing-Westgate,2014,December,,2,4.109999999999999,567,0.770625,0.7777777777777777,11.508,6946.722,9882.905999999999
Willowdale West,2014,December,,5,2.4659999999999997,609,0.7632857142857142,0.4666666666666667,123.3,8159.172,4659.918
Newtonbrook West,2014,December,,2,4.109999999999999,520,0.30824999999999997,0.5128205128205128,156.17999999999998,5507.811,3731.8799999999997
Newtonbrook East,2014,December,,5,2.0549999999999997,540,0.7306666666666666,4.761904761904762,55.074,1681.4009999999998,5083.248
Willowdale East,2014,December,,2,1.644,607,0.9761249999999999,0.96,29.180999999999997,967.905,7266.0689999999995
Bayview Woods-Steeles,2014,December,,1,1.644,749,1.2843749999999998,1.0606060606060606,85.077,3253.4759999999997,7007.960999999999
Bayview Village,2014,December,,1,2.877,698,0.29357142857142854,3.111111111111111,239.202,8073.272999999999,23777.583
St.Andrew-Windfields,2014,December,,4,1.644,669,1.2329999999999999,0.21428571428571427,25.070999999999998,4193.433,18875.997
Don Valley Village,2014,December,,4,3.288,736,0.822,5.0,96.996,3703.5209999999997,7111.532999999999
Henry Farm,2014,December,,1,2.0549999999999997,789,1.33575,0.125,27.125999999999998,7832.427,16466.304
Pleasant View,2014,December,,5,4.109999999999999,772,0.8807142857142857,1.2,136.452,2932.0739999999996,11508.411
Parkwoods-Donalda,2014,December,,1,1.644,632,1.2786666666666666,0.2962962962962963,0.0,850.3589999999999,11066.997
Tam O'Shanter-Sullivan,2014,December,,6,4.109999999999999,552,0.9394285714285713,0.17142857142857143,78.08999999999999,424.152,19126.707
Bridle Path-Sunnybrook-York Mills,2014,December,,3,3.699,784,0.45666666666666667,1.5,23.837999999999997,2241.183,12875.396999999999
Leaside-Bennington,2014,December,,4,2.0549999999999997,677,0.09133333333333332,0.2571428571428571,36.989999999999995,2746.3019999999997,2816.9939999999997
Banbury-Don Mills,2014,December,,9,2.0549999999999997,540,1.0959999999999999,1.0526315789473684,82.61099999999999,8241.372,523.6139999999999
Thorncliffe Park,2014,December,,7,3.288,530,1.4385,3.7037037037037033,46.032,2122.815,16195.044
Flemingdon Park,2014,December,,3,2.4659999999999997,579,0.46971428571428564,0.3181818181818182,44.388,3787.776,17049.513
Victoria Village,2014,December,,1,2.0549999999999997,578,0.822,1.3333333333333333,31.647,3539.9429999999998,14857.65
O'Connor-Parkview,2014,December,,3,3.288,777,0.45666666666666667,0.0,64.938,2268.72,23256.434999999998
The Beaches,2014,December,,3,2.877,551,1.3699999999999999,1.125,0.0,8269.32,2607.795
East End-Danforth,2014,December,,3,2.0549999999999997,618,1.409142857142857,0.375,0.0,2087.469,4342.626
Woodbine-Lumsden,2014,December,,6,3.288,577,0.5871428571428571,0.42105263157894735,193.17000000000002,2952.624,22954.35
Crescent Town,2014,December,,3,3.288,682,0.411,0.0,51.785999999999994,7449.375,2112.951
Birchcliffe-Cliffside,2014,December,,4,1.644,564,1.2329999999999999,0.17142857142857143,110.96999999999998,6273.093,2625.468
Oakridge,2014,December,,3,2.877,629,1.7614285714285713,3.2,189.882,5518.907999999999,16377.938999999998
Clairlea-Birchmount,2014,December,,8,2.4659999999999997,798,0.462375,1.6153846153846154,50.964,8070.807,20621.103
Wexford/Maryvale,2014,December,,5,2.4659999999999997,642,0.17614285714285713,0.0,0.0,2415.4469999999997,25075.109999999997
Dorset Park,2014,December,,4,2.877,595,0.411,2.857142857142857,41.099999999999994,1140.5249999999999,3212.787
Ionview,2014,December,,4,3.288,585,0.6849999999999999,1.3333333333333333,0.0,5497.947,8263.565999999999
Kennedy Park,2014,December,,1,3.288,667,0.5023333333333333,2.8571428571428568,0.0,4380.438,21863.145
Cliffcrest,2014,December,,1,2.877,743,0.359625,1.6,69.048,7364.709,23391.654
Eglinton East,2014,December,,5,2.877,719,1.1155714285714287,0.0625,123.3,2077.194,8690.595
Bendale,2014,December,,5,3.699,617,1.4385,0.9375,85.488,8416.046999999999,19366.32
Scarborough Village,2014,December,,7,2.0549999999999997,702,1.5852857142857142,1.0909090909090908,0.0,7267.713,25303.215
Woburn,2014,December,,3,1.644,587,1.0274999999999999,0.0,11.918999999999999,5506.5779999999995,20662.613999999998
Guildwood,2014,December,,8,2.877,556,0.411,0.23333333333333334,56.717999999999996,7474.857,10713.537
Morningside,2014,December,,3,2.877,744,0.23485714285714282,0.0,105.216,854.058,3063.594
West Hill,2014,December,,7,4.109999999999999,505,0.10275,1.641025641025641,111.79199999999999,4082.4629999999997,7854.209999999999
Rouge,2014,December,,9,2.877,551,0.8807142857142857,0.10714285714285714,45.21,2624.6459999999997,24622.599
Centennial Scarborough,2014,December,,3,3.699,508,0.25687499999999996,0.782608695652174,0.0,6547.23,8935.551
Highland Creek,2014,December,,2,2.877,702,0.8676666666666666,0.8205128205128205,39.455999999999996,5006.391,84.255
Malvern,2014,December,,3,3.288,591,0.411,1.0344827586206897,113.43599999999999,5137.089,676.506
Hillcrest Village,2014,December,,3,2.4659999999999997,581,1.2329999999999999,0.46875,83.844,7922.025,1533.03
Steeles,2014,December,,5,2.877,758,1.2786666666666666,1.391304347826087,246.59999999999997,2539.158,15199.601999999999
L'Amoreaux,2014,December,,5,3.288,668,0.998142857142857,0.32432432432432434,209.60999999999996,553.206,2890.5629999999996
Agincourt South-Malvern West,2014,December,,1,4.109999999999999,557,0.6458571428571428,0.09090909090909091,78.91199999999999,6883.017,12952.664999999999
Milliken,2014,December,,5,2.0549999999999997,701,0.09133333333333332,0.07142857142857142,66.582,1907.4509999999998,7056.459
Agincourt North,2014,December,,1,4.109999999999999,725,0.04566666666666666,1.5,57.951,1701.9509999999998,2395.719
Trinity-Bellwoods,2015,January,,4,2.394,630,0.114,4.666666666666667,100.548,1376.151,3571.8480000000004
West Humber-Clairville,2015,January,,6,1.995,597,0.3546666666666667,2.0,39.102000000000004,6248.34,1508.6190000000001
Mount Olive-Silverstone-Jamestown,2015,January,,3,3.192,791,0.08866666666666667,2.5,45.486000000000004,565.782,11750.550000000001
Humber Summit,2015,January,,6,1.596,723,0.648375,1.0909090909090908,28.728,5994.576,8332.716
Thistletown-Beaumond Heights,2015,January,,2,2.394,566,0.969,5.4,102.144,4103.715,8245.335000000001
Humbermede,2015,January,,2,2.394,531,1.147125,0.9210526315789473,127.68,3719.478,201.894
Rexdale-Kipling,2015,January,,2,3.99,607,1.1526666666666667,4.0,126.084,5990.187,7515.564
Elms-Old Rexdale,2015,January,,6,3.192,746,0.912,1.6,175.56,4456.4310000000005,5177.424
Pelmo Park-Humberlea,2015,January,,6,3.99,602,1.0830000000000002,0.3448275862068966,63.84,2039.2890000000002,2390.808
Downsview-Roding-CFB,2015,January,,4,3.591,598,0.44333333333333336,1.0256410256410255,76.608,6630.582,15269.331
Kingsview Village-The Westway,2015,January,,7,1.995,674,0.947625,0.9090909090909091,26.334000000000003,2149.014,23182.698
Weston,2015,January,,1,3.99,691,1.0830000000000002,2.8125,118.10400000000001,5988.591,22978.011000000002
Rustic,2015,January,,2,2.394,703,1.311,1.411764705882353,0.0,5394.879,18987.612
Humber Heights-Westmount,2015,January,,3,2.793,684,1.1400000000000001,3.5999999999999996,28.728,2192.505,16549.323
Brookhaven-Amesbury,2015,January,,4,3.591,702,0.31033333333333335,4.0,52.668000000000006,3495.639,2024.526
Mount Dennis,2015,January,,7,2.394,576,1.6530000000000002,1.5555555555555556,105.33600000000001,4566.555,4836.678
Willowridge-Martingrove-Richview,2015,January,,8,3.192,698,0.399,1.0588235294117647,27.93,6873.174,6902.301
Princess-Rosethorn,2015,January,,5,1.995,512,1.1400000000000001,0.0,21.945,3982.0200000000004,20676.579
Eringate-Centennial-West Deane,2015,January,,3,2.394,599,0.912,2.612903225806452,130.872,1679.391,9334.206
Edenbridge-Humber Valley,2015,January,,5,2.793,549,0.847875,0.4545454545454546,58.653000000000006,621.243,4201.47
Rockcliffe-Smythe,2015,January,,8,2.394,644,1.197,1.1428571428571428,59.05200000000001,7811.622,15019.956
Markland Woods,2015,January,,3,1.596,695,1.425,0.10344827586206896,145.23600000000002,2864.82,19603.269
Etobicoke West Mall,2015,January,,4,3.99,700,1.1526666666666667,0.3103448275862069,27.93,1826.622,4047.0570000000002
Islington-City Centre West,2015,January,,4,2.394,743,0.3546666666666667,0.5517241379310345,184.33800000000002,322.791,20607.153000000002
Alderwood,2015,January,,4,3.591,586,0.049875,0.0,75.81,3372.348,20114.787
Long Branch,2015,January,,4,1.995,547,0.847875,2.25,73.416,7182.0,18992.799000000003
New Toronto,2015,January,,2,3.192,765,1.2413333333333334,0.38461538461538464,27.132,6728.736000000001,15351.525000000001
Mimico,2015,January,,8,1.596,657,1.197,1.2727272727272727,51.072,5742.408,22053.528000000002
Stonegate-Queensway,2015,January,,1,2.394,565,0.855,0.0,36.708,5363.358,24288.327
Kingsway South,2015,January,,1,1.596,790,0.9753333333333335,0.0,0.0,1200.192,11928.105000000001
Lambton Baby Point,2015,January,,3,2.793,553,1.425,0.9473684210526315,101.745,4825.506,8672.664
High Park-Swansea,2015,January,,8,1.995,642,0.798,0.21052631578947367,71.82000000000001,1567.671,9203.334
Runnymede-Bloor West Village,2015,January,,8,2.394,599,0.349125,0.47368421052631576,117.705,6178.914000000001,21464.604
High Park North,2015,January,,3,1.596,503,0.133,0.6,25.935000000000002,2717.9880000000003,20862.513000000003
Junction Area,2015,January,,4,3.591,631,0.6206666666666667,0.0,0.0,8076.558,4999.869000000001
Roncesvalles,2015,January,,7,3.591,667,0.044333333333333336,3.8181818181818183,64.638,7086.240000000001,24196.557
South Parkdale,2015,January,,8,3.99,591,0.17733333333333334,0.6666666666666666,71.82000000000001,7052.724,9325.827000000001
Dufferin Grove,2015,January,,8,3.192,659,0.89775,2.0,64.638,5191.389,11483.220000000001
Little Portugal,2015,January,,5,1.995,599,0.22166666666666668,0.9523809523809523,76.608,7354.368,14401.107
Dovercourt-Wallace Emerson-Juncti,2015,January,,4,1.995,681,0.149625,1.0,141.645,1932.3570000000002,6444.249000000001
Niagara,2015,January,,3,3.192,631,0.513,3.272727272727273,79.80000000000001,6430.683,4326.756
Weston-Pellam Park,2015,January,,6,1.995,581,1.311,2.5454545454545454,147.63000000000002,300.048,604.485
Palmerston-Little Italy,2015,January,,4,3.192,709,0.133,3.6,220.248,1565.277,10282.230000000001
University,2015,January,,7,1.596,795,0.947625,0.8333333333333333,93.366,4430.895,6514.872
Kensington-Chinatown,2015,January,,3,3.192,684,0.49875,2.631578947368421,69.825,6670.482,5241.6630000000005
Waterfront Communities-The Island,2015,January,,4,2.394,743,1.197,0.15,19.551000000000002,2766.666,14303.352
Annex,2015,January,,2,3.99,574,0.69825,0.5517241379310345,0.0,2079.987,6305.796
Wychwood,2015,January,,1,3.99,720,0.969,0.17142857142857143,65.83500000000001,5523.357,24556.455
Corsa Italia-Davenport,2015,January,,4,3.192,713,1.6530000000000002,3.3333333333333335,32.718,3068.31,23831.871000000003
Oakwood-Vaughan,2015,January,,3,3.99,659,0.171,1.575,72.61800000000001,2395.9950000000003,12162.318000000001
Humewood-Cedarvale,2015,January,,5,1.596,550,0.17733333333333334,0.75,0.0,1203.7830000000001,18312.903000000002
Casa Loma,2015,January,,3,3.99,792,0.48766666666666675,0.3157894736842105,43.092,4048.2540000000004,22906.989
Forest Hill South,2015,January,,7,1.995,788,0.798,0.2647058823529412,0.0,1556.499,20775.93
Yonge-St.Clair,2015,January,,4,3.192,606,1.3965,0.20588235294117646,213.06600000000003,4278.876,21093.135000000002
Bay Street Corridor,2015,January,,4,1.596,716,0.7410000000000001,0.84375,95.76,7608.93,24458.301000000003
Rosedale-Moore Park,2015,January,,6,1.995,543,0.349125,0.38095238095238093,21.945,1481.0880000000002,12471.543000000001
Church-Yonge Corridor,2015,January,,2,1.596,545,0.5985,2.058823529411765,75.012,7806.036,14626.941
Caledonia-Fairbanks,2015,January,,8,3.192,740,1.311,1.92,19.950000000000003,2359.686,8178.303000000001
North St.James Town,2015,January,,4,3.192,514,0.29925,2.6666666666666665,157.60500000000002,4019.1270000000004,152.418
Cabbagetown-South St.James Town,2015,January,,5,3.99,626,0.448875,1.8,21.945,3001.2780000000002,21887.145
Moss Park,2015,January,,8,3.591,704,1.425,0.15151515151515152,187.53,704.235,10858.386
Regent Park,2015,January,,4,2.793,621,1.346625,1.0,89.376,5368.545,15847.482
Playter Estates-Danforth,2015,January,,6,1.995,785,0.31033333333333335,2.4000000000000004,153.615,5936.7210000000005,5245.254
South Riverdale,2015,January,,6,1.596,580,0.8866666666666667,2.5789473684210527,44.688,4327.155000000001,21510.489
North Riverdale,2015,January,,4,3.99,736,0.9753333333333335,0.0,65.436,4064.6130000000003,3069.108
Blake-Jones,2015,January,,1,2.793,761,1.6530000000000002,1.7999999999999998,98.15400000000001,6459.012000000001,13066.053
